RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
5883,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,L'Enfant Plan,"Plan of the city intended for the permanent seat of the government of t[he] United States : projected agreeable to the direction of the President of the United States, in pursuance of an act of Congress passed the sixteenth day of July, MDCCXC",Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/6b25e44131a84bbda2dae7f8a27ec720,2912,Yes
5884,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Bare Earth - 2004,This data is provided via download from a Google Drive. Bare Earth Light Detection and Ranging (LIDAR) Data - 1m resolution. The dataset contains locations and attributes of bare earth elevations in meters.  Bare earth model is created by identifying those returns that fall on the ground surface and interpolating a surface between,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/325cbdc3553e4dc8aba907c2a81614cf,2913,Yes
5963,2018-03-11,,OP,Office of Planning,OP,Neighborhood Name Label Points,Points used to label neighborhood names on District of Columbia maps.,Open,,Database,Administrative and Other Boundaries,boundaries,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/c4b0cd43d50949e98e57de9f22b455fc,2914,Yes
5964,2018-03-11,,OP,Office of Planning,OP,Strategic Neighborhood Investment Program Areas,"Priority District neighborhoods or locations that receive a series of public actions or funds to spur private sector investment, as part of the Strategic Neighborhood Investment Program (SNIP).",Open,,Database,Business and Economic Development,economy,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/79cbb40ab593414e860beab78adb9952,2915,Yes
5965,2018-03-11,,OP,Office of Planning,OP,State of Washington DC,"Proposed boundaries of the State of Washington DC and Federal District as approved by DC Council on October 18, 2016. Read the complete testimony from the DC Office of Planning at: Office of Planning Proposed New Columbia Boundaries.",Open,,Database,Administrative and Other Boundaries,boundaries,,Static,Frequent Requests,http://opendata.dc.gov/datasets/98f06d5ce87a4037845eeb50174b8fec,2916,Yes
5966,2018-03-11,,OP,Office of Planning,OP,Federal City Boundary (Proposed),"Proposed boundaries of the State of Washington DC and Federal District as approved by DC Council on October 18, 2016. The dataset contains locations and attributes of Federal District boundary, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. ",Open,,Database,Administrative and Other Boundaries,boundaries,,Static,Frequent Requests,http://opendata.dc.gov/datasets/d1e90a9b719a4966859b3f3a782372c5,2917,Yes
5967,2018-03-11,,OP,Office of Planning,OP,Transformation Schools,Schools part of the Children First Initiative that transforms them into safe and nurturing learning environments.,Open,,Database,Education,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/470adf108ea34744adf55fce3a4a0359,2918,Yes
5968,2018-03-11,,OP,Office of Planning,OP,Single Member District - 2013,"Single Member District or SMD's. Single Member Districts (SMDs) were created pursuant to legislation approving the District of Columbia's Home Rule charter in 1973. These neighborhood groups provide the District electorate with grass-roots experience in the electoral process. These SMDs boundaries, developed by the DC Council, are based on the 2010 Census of the District's population, with each SMD having approximately 2,000 residents. Representatives elected to each Single Member District sit as Advisory Neighborhood Commissioners. This data set reflects the boundaries approved by the DC Council in May, 2012, for official 2013 SMDs.",Open,,Database,Administrative and Other Boundaries,boundaries,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/890415458c4c40c3ada2a3c48e3d9e59,2919,Yes
5969,2018-03-11,,OP,Office of Planning,OP,Memorials,"The Chief Technology Office (OCTO) has captured locations for many of the District of Columbia's memorials including statues, cultural facilities, war memorials and other places of historic interest. DC's cultural and memorial treasures are many and therefore this dataset should not be considered a complete list.",Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/3089fba695824861834c205a81eefda5,2920,Yes
5970,2018-03-11,,OP,Office of Planning,OP,Census Blocks 2010,"The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Face refers to the areal (polygon) topological primitives that make up MTDB. A face is bounded by one or more edges; its boundary includes only the edges that separate it from other faces, not any interior edges contained within the area of the",Open,,Database,Demographic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/a6f76663621548e1a039798784b64f10,2921,Yes
5971,2018-03-11,,OP,Office of Planning,OP,Census Block Groups 2010,"The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database. The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts. However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.",Open,,Database,Demographic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/c143846b7bf4438c954c5bb28e5d1a21,2922,Yes
5972,2018-03-11,,OP,Office of Planning,OP,Historic Districts,"There are more than fifty historic districts in Washington DC, including the monumental civic complexes of the National Mall and Federal Triangle. Local neighborhoods account for more than thirty districts, and there are more than a dozen military and campus districts. Cemeteries, parks and parkways make up the remainder. Maps (in pdf) of each historic district are available online at the Office of Planning. For most neighborhood districts, there are also illustrated informational brochures in pdf format. Request a printed brochure.",Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/ff2c2b73dd434c9db92029d88f4d15de,2923,Yes
5973,2018-03-11,,OP,Office of Planning,OP,Neighborhood Clusters,This data set describes the 39 Neighborhood Clusters currently used for community planning and related purposes in the District of Columbia. These are not individual neighborhood boundaries. The Government of the District of Columbia does not provide official neighborhood boundaries however it does share common neighborhood labels as centroids. These do not reflect precise neighborhood locations and do not necessarily include all commonly-used neighborhood designations. However DC Government does share common neighborhood labels as centroids. There is no formal set of standards that describes which neighborhoods are included in this dataset. Note that the District of Columbia does not have official neighborhood boundaries.,Open,,Database,Administrative and Other Boundaries,boundaries,,Static,Frequent Requests,http://opendata.dc.gov/datasets/f6c703ebe2534fc3800609a07bad8f5b,2924,Yes
5974,2018-03-11,,OP,Office of Planning,OP,Buildings 3D - roof attributes,This dataset contains 3D rooftops for the District of Columbia in ESRI multipatch format. It includes structures originally captured from 2005 aerial imagery together with updates based on 2010 aerial imagery.,Open,,Database,Facility and Structure,structure,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/274f7c2b5f7c4ae19f165d9951057a00,2925,Yes
5975,2018-03-11,,OP,Office of Planning,OP,Historic Landmark Elements,"This dataset contains Historic Landmark Elements (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the locations and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. Additional datasets are available of Historic Districts. Note: This dataset differs from HistoricLandmarks by creating individual records for each element of a landmark (eg. landmarks that include more than one building).",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/a1f3fb5c358d4b99ae9c1033b55061ca,2926,Yes
5976,2018-03-11,,OP,Office of Planning,OP,Historic Landmark Sites,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the SITES and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. These sites in general are the lot or lots that a structure or other designation sits on.",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/992ca2e2d4e04f08b46d03ee0dbe791a,2927,Yes
5977,2018-03-11,,OP,Office of Planning,OP,Historic Landmarks,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the locations and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. Additional datasets are available of Historic Districts. The same records in this polygon-format dataset are also available in a point-format dataset.",Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/288a8c4db1b641b28748dbad958b5272,2928,Yes
5978,2018-03-11,,OP,Office of Planning,OP,Potential Districts,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the locations and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. Additional datasets are available of Historic Districts. The same records in this polygon-format dataset are also available in a point-format dataset.",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/576fcff7221c4db29b342cfe6bcaeffa,2929,Yes
5979,2018-03-11,,OP,Office of Planning,OP,Potential Landmarks,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the locations and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. Additional datasets are available of Historic Districts. The same records in this polygon-format dataset are also available in a point-format dataset.",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/5543ccd321504cb484a7b618ea42999d,2930,Yes
5980,2018-03-11,,OP,Office of Planning,OP,Historic Landmarks Points,"This dataset contains Historic Landmarks (by structure) officially designated by the District of Columbia. This is a consolidated collection of structures with historical significance within the District of Columbia as listed in the District of Columbia Inventory of Historic Sights. It contains the point locations and attributes of buildings, statues, bridges, forts, fountains, memorials of historical worth. Additional datasets are available of Historic Districts.",Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/a84610f08a2943d588d71ff059a5788b,2931,Yes
5981,2018-03-11,,OP,Office of Planning,OP,Comprehensive Plan Planning Areas,This dataset contains polygons representing the 2006 District of Columbia comprehensive plan planning areas (Area Elements). The Comprehensive Plan includes 10 Area Elements.,Open,,Database,Planning Land Use and Zoning,planningCadastre,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/203c2342b36240949e0ad95d75a5bdca,2932,Yes
5982,2018-03-11,,OP,Office of Planning,OP,Land Use - Planned 2006,"This dataset was originally traced from the January 2002 District of Columbia Generalized Land Use map, and then was edited extensively to reflect the Comprehensive Plan adopted by the Council of the District of Columbia in December, 2006.",Open,,Database,Planning Land Use and Zoning,planningCadastre,,Static,Frequent Requests,http://opendata.dc.gov/datasets/841d39387c564647a91f6db211cb8126,2933,Yes
5983,2018-03-11,,OP,Office of Planning,OP,Buildings 3D,Three dimensional buildings stored as ESRI multipatch shapes.,Open,,Database,Facility and Structure,structure,,Static,Frequent Requests,http://opendata.dc.gov/datasets/ecae0a9a7cc24b418ce6eade7433b25a,2934,Yes
5984,2018-03-11,,OP,Office of Planning,OP,Census Blocks 2000,"Unofficial Census blocks boundaries for the District of Columbia. These boundaries were compiled from an unofficial U.S. Census TIGER/line product that reflects updates to the original TIGER boundaries based on planimetric data supplied by the District of Columbia. This product is generally consistent with District of Columbia planimetric data, although boundary geometries are not identical, and often vary by 5 to 10 centimeters.",Open,,Database,Demographic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/6221825fc06b4d6a9cbb9022872a17b0,2935,Yes
5985,2018-03-11,,OS,Office of the Secretary,OS,Notary Public Locations,"Notary Public locations. The dataset contains locations and attributes of notary publics, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the Office of Notary Commissions and Authentications identified notary public locations. All DC GIS data is stored and exported in Maryland State Plane coordinates NAD 83 meters. ",Open,,Database,Business and Economic Development,economy,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/382f2c412b3341b0a819dddbc2fa59ca,2936,Yes
5986,2018-03-11,,OS,Office of the Secretary,OS,FOIA Requests Processing & Disposition FY07,Provides information about processing and disposition of FY07 FOIA requests.,Open,,Database,Public Services,public Services,,Static,Frequent Requests,http://opendata.dc.gov/datasets/dc7f7b1535644fc79867d8995459b7cd,2937,Yes
5987,2018-03-11,,OSSE,Office of the State Superintendent of Education,OSSE,Child Development Centers,Child Development Centers,Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/48009ae8fbe54157b86586d3e4f10929,2938,Yes
5988,2018-03-11,,OUC,Office of Unified Communications,Office of Unified Communications,City Service Requests,City Service Requests,Open,,Database,Public Services,"public Services, OUC, 311",,Null,Frequent Requests,http://opendata.dc.gov/datasets?q=city%20service%20requests&t=public%20service,2939,Yes
5989,2018-03-11,,USDA,United States Department of Agriculture,USDA,Soil Type,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line featur",Open,,Database,Environment,environment,,Static,Frequent Requests,http://opendata.dc.gov/datasets/8574f2b782e549b2bd699da390fd9dec,2940,Yes
5885,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Bare Earth - 2008,This data is provided via download from a Google Drive. Bare Earth Light Detection and Ranging (LIDAR) Data - 1m resolution. The dataset contains locations and attributes of bare earth elevations in meters.  Bare earth model is created by identifying those returns that fall on the ground surface and interpolating a surface ,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/53f2b86d3fd648f7951806b96b84c66d,2941,Yes
5886,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Bare Earth - 2009,This data is provided via download from a Google Drive. Bare Earth Light Detection and Ranging (LIDAR) Data - 1m resolution. The dataset contains locations and attributes of bare earth elevations in meters.  Bare earth model is created by identifying those returns that fall on the ground surface and interpolating a surface between these points.  In this manner buildings and vegetation are removed from Bare Earth Model.   This data set does not include bridges and overpasses in the Bare Earth model as the delineation point for these structures is not reliably discernable in the LiDAR data.,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/e8a76c0a387443988a90b15257850fa9,2942,Yes
5887,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Bare Earth - 2014,his data is provided via download from a Google Drive. Bare Earth Light Detection and Ranging (LIDAR) Data - 1m resolution. The dataset contains locations and attributes of bare earth elevations in meters.  Bare earth model is created by identifying those returns that fall on the ground surface and interpolating a surface ,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/62daadbb1ecb4cfdb522339c45621ab0,2943,Yes
5888,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Bare Earth - 2015,"This data is provided via download from a Google Drive. Bare Earth Light Detection and Ranging (LIDAR) Data - 2 foot resolution. The dataset contains locations and attributes of bare earth elevations in meters.  Bare earth model is created by identifying those returns that fall on the ground surface and interpolating a surface between these points.  In this manner buildings and vegetation are removed from Bare Earth Model.  This data set does not include bridges and overpasses in the Bare Earth model as the delineation point for these structures is not reliably discernible in the LiDAR data.
This metadata record describes the data products derived from the LiDAR data for the DC OCTO 2015 LiDAR project covering approximately 80 square miles,",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/ce6ca4535c684ac0aff8b1a55fa1eb8c,2944,Yes
5889,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - First Return - 2004,"This data provided via download from a Google Drive. First Return Light Detection and Ranging (LIDAR) Data - 1m resolution. The dataset contains locations and attributes of first return elevations in meters.  LIDAR data provided by the Joint Precision Strike Demonstration Project Office of the US Army contained bare earth rasters.  This raster contains elevations of all structures, tree canopies, and bare earth.",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/22180970dc42472eb6456c5a2167f22e,2945,Yes
5890,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Intensity - 2009,his data provided via download from a Google Drive. Intensity Light Detection and Ranging (LIDAR) Data - 1m resolution. Intensity information is captured from the Reflective Surface pulse and indicates the relative energy returned to the sensor as compared to the energy transmitted.  The Intensity image is not calibrated or normalized ,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/c2a889c05d714388bbfa7890828c9c76,2946,Yes
5891,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Intensity - 2014,his data provided via download from a Google Drive. Intensity Light Detection and Ranging (LIDAR) Data - 1m resolution. Intensity information is captured from the Reflective Surface pulse and indicates the relative energy returned to the sensor as compared to the energy transmitted.  The Intensity image is not calibrated or normalized but indicates differences in energy absorption due to the the interaction of the surface materials with laser energy at the wavelength transmitted by the sensor.,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/0495afc2fa1b4745ae1f7a7126b28339,2947,Yes
5892,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Intensity - 2015,"he District of Columbia government requires a comprehensive range of GIS data and photogrammetric mapping to support a wide variety of applications through the DC GIS program. Due to technology advances, expanding user base needs, and aging data, DC GIS acquired new LIDAR data in spring 2015 to establish a more thorough and better quality core LIDAR dataset The LiDAR data products are suitable for 1 foot (or less) contour generation.  Intensity images generated from the RPC data for the DC OCTO 2015 LiDAR project covering approximately 80 square miles, in which its extents cover Arlington County in Washington DC. Intensity is a measure, collected for every point, of the return strength of the laser pulse that generated the point. It is base",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/297c17e0191d4fc6ae78d024f54324fe,2948,Yes
5893,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Last Return - 2008,"This data provided via download from a Google Drive. 2008 Last Return Light Detection and Ranging (LIDAR) Data for Washington, DC at 1 meter resolution.",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/c00467c66da94cae88d9b6a531a0dd31,2949,Yes
5894,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR,"LiDAR point cloud data for Washington, DC is available for anyone to use on Amazon S3. This dataset, managed by the Office of the Chief Technology Officer (OCTO), through the direction of the District of Columbia GIS program, contains tiled point cloud data for the entire District along with associated metadata.

LiDAR is a remote sensing method that emits hundreds of thousands of near-infrared light pulses a second to measure distances to the Earth. These light pulses generate precise, 3D information about the shape of the Earth and its surface characteristics. LiDAR is popularly used to make high-resolution maps and digital elevation models, with applications in geodesy, archaeology, geography, geology, seismology, and forestry.",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/cc055f19375e484cb0fee522700145d3,2950,Yes
5895,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Reflective Surface - 2008,"This data provided via download from a Google Drive. Reflective Surface Light Detection and Ranging (LIDAR) Data for Washington, Dc at 1 meter resolution.  Reflective surface data represents the DEM created by laser energy reflected from the first surface encountered by the laser pulse.    Some energy may continue beyond this initial surface to be reflected by a subsequent surface as represented by the Last Return data.",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/808d388c773c48199ef87810d11cc3d6,2951,Yes
5896,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,LiDAR - Reflective Surface - 2009,"This data provided via download from a Google Drive. Reflective Surface Light Detection and Ranging (LIDAR) Data for Washington, DC at 1 meter resolution.  Reflective surface data represents the DEM created by laser energy reflected from the first surface encountered by the laser pulse. ",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/1057f1898171442487816b7f891dc2fc,2952,Yes
5897,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Latrobe Survey,Map exhibiting the property of the U.S. in the vicinity of the Capitol 1815,Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/6ef2152104044b59b187db09a0352c90,2953,Yes
5898,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Keily Survey,"Map of the city of Washington D.C. : established as the permanent seat of the government of the U.S. of Am. / James Keily, surveyor.",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/7be89a8587174e758ab511ef3b299b18,2954,Yes
5899,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Military Bases,"Military Facilities. The dataset contains locations and attributes of Military Facilities, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Information researched by the DC Office of the Chief Technology Officer identified Military Facilities and DC GIS staff geo-processed the data",Open,,Database,Property and Land,planningCadastre,,Static,Frequent Requests,http://opendata.dc.gov/datasets/21ee426eddc14014b80535cd6b8316e7,2955,Yes
5900,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Misc. Polygons (Planters),"Miscellaneous Polygon features, such as planters.",Open,,Database,Facility and Structure,structure,,Static,Frequent Requests,http://opendata.dc.gov/datasets/ffb4e98522ea422da85b511ccd86c23a,2956,Yes
5901,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Museums in DC,The Chief Technology Office (OCTO) has captured locations for many of the District of Columbia's museums. This includes museums operated by government and private organizations. DC's museums and cultural centers are many and therefore this dataset should not be considered a complete list.,Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/2e65fc16edc3481989d2cc17e6f8c533,2957,Yes
5902,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Obscured areas,"The dataset contains polygons representing planimetric obscured areas, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017. The following planimetric layers were updated: - Barrier Lines - Building Polygons - Bridge and Tunnel Polygons - Curb Lines - Grate Points - Horizontal and Vertical Control Points - Hydrography Lines - Obscured Area Polygons - Railroad Lines - Recreational Areas - Road, Parking, and Driveway Polygons - Sidewalk and Stair Polygons - Swimming Pools - Water Polygons",Open,,Database,Administrative and Other Boundaries,boundaries,,Static,Frequent Requests,http://opendata.dc.gov/datasets/86f429ddfe7e44a7b404a32e5816115d,2958,Yes
5903,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Orthophoto of DC - 2008,"2008 Orthophoto - This document describes the processes used to create the orthoimagery data produced for the District of Columbia from 2008 digital aerial photography. THE OUTER PARTS DC WERE CAPTURED WITH LEAF-OFF CONDITIONS IN MARCH 2008. HOWEVER, FLYING RESTRICTIONS AND WEATHER DELAYED THE REMAINING AERIAL PHOTOGRAPHY CAPTURE UNTIL MAY 24, 2008 FOR CENTRAL DC. THERE ARE VISIBLE LEAF-ON AND LEAF-OFF SEAM LINES IN THE AERIAL ORTHOPHOTO. The project area covers the entire District of Columbia which is approximately 69 square miles. The digital imagery was used to create natural color digital orthophotography with 16cm pixel resolution. The final orthophotography deliverable products for this project consist of 328 ortho tiles at a scale of",Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/8fb84cbb5e3543e88af99dfd6281ff8c,2959,Yes
5904,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Hospital Areas,"This dataset contains hospital areas extracted from the DC property layers. These areas of the District of Columbia hospitals, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. ",Open,,Database,Health,health,,Static,Frequent Requests,http://opendata.dc.gov/datasets/3bf98674681e43fab6ddf578a48bf991,2960,Yes
5905,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Kroe Plan,The Kroe Plan of the city of Washington from 1800.,Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/540be740414c4e4093a8c14f9778c13c,2961,Yes
5906,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Thackara Vallance Plan,Plan of the city of Washington / Thackara & Vallance sc.,Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/6635d106f2e847708eb20a0c20a7fa74,2962,Yes
5907,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Jattnig Plan,Plan of the city of Washington from 1800.,Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/b34c6040b16e46f6a4425bb91aa7a060,2963,Yes
5908,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Baker Plan,"Plan of the city of Washington : now building for the metropolis of America, and established as the permanent residence of Congress after the year 1800 / B. Baker sculp. Islington.",Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/1603b1d80a434a9c9da52ad7c450e882,2964,Yes
5909,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Ellicott Plan,"Plan of the city of Washington in the territory of Columbia : ceded by the states of Virginia and Maryland to the United States of America, and by them established as the seat of their government, after the year MDCCC / engrav'd by Sam'l Hill, Boston",Open,,Database,Historic,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/96fc26f45e244cada7ddc5d730492e03,2965,Yes
5910,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Agency Performance Data,Provides FY 2013 performance management data (KPIs) for participating DC Government agencies,Open,,Database,Facility and Structure,structure,,Static,Frequent Requests,http://opendata.dc.gov/datasets?q=%22KPI%22,2966,Yes
5911,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Railroads,"he dataset contains polylines representing planimetric railroads, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017. ",Open,,Database,Transportation,transportation,,Static,Frequent Requests,http://opendata.dc.gov/datasets/3c04e94c2a574061a5bbf25a5e7feb27,2967,Yes
5912,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Parks and Recreation Areas,Department of Parks and Recreation (DPR) properties identified as polygons. The dataset contains general locations and amenity information about the properties under the jurisdiction of the DC Department of Parks and Recreation. It has been created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. This data is provided by the Department of Parks and Recreation.,Open,,Database,Recreation,society,,Static,Frequent Requests,http://opendata.dc.gov/datasets/802512707609420fba8aee2bca52b453,2968,Yes
